WID,woreda_name,obs_date,test_pf_tot,test_pv_only,pop_at_risk,mal_case,iso_year,iso_week,pfm_inc,pv_inc,data_source
23,Fogera,2014-04-13,67,34,213305.7612,101,2014,15,0.3141030960583356,0.15939560098482702,Simulated/Demo use only
23,Fogera,2014-04-20,79,31,213305.7612,110,2014,16,0.3703603669941569,0.14533128325087172,Simulated/Demo use only
23,Fogera,2014-04-27,89,36,213305.7612,125,2014,17,0.4172414261073414,0.1687718128074639,Simulated/Demo use only
23,Fogera,2014-05-04,106,43,213305.7612,149,2014,18,0.49693922659975487,0.201588554186693,Simulated/Demo use only
23,Fogera,2014-05-11,133,44,213305.7612,177,2014,19,0.6235180862053528,0.20627666009801143,Simulated/Demo use only
23,Fogera,2014-05-18,160,50,213305.7612,210,2014,20,0.7500969458109508,0.2344052955659221,Simulated/Demo use only
23,Fogera,2014-05-25,183,61,213305.7612,244,2014,21,0.8579233817712749,0.2859744605904249,Simulated/Demo use only
23,Fogera,2014-06-01,201,64,213305.7612,265,2014,22,0.9423092881750069,0.3000387783243803,Simulated/Demo use only
23,Fogera,2014-06-08,205,70,213305.7612,275,2014,23,0.9610617118202806,0.3281674137922909,Simulated/Demo use only
23,Fogera,2014-06-15,203,73,213305.7612,276,2014,24,0.9516854999976437,0.3422317315262463,Simulated/Demo use only
23,Fogera,2014-06-22,190,71,213305.7612,261,2014,25,0.890740123150504,0.3328555197036094,Simulated/Demo use only
23,Fogera,2014-06-29,175,66,213305.7612,241,2014,26,0.8204185344807273,0.3094149901470172,Simulated/Demo use only
23,Fogera,2014-07-06,154,63,213305.7612,217,2014,27,0.72196831034304,0.29535067241306184,Simulated/Demo use only
23,Fogera,2014-07-13,137,56,247895,193,2014,28,0.5526533411323342,0.2259020956453337,Simulated/Demo use only
23,Fogera,2014-07-20,113,50,247895,163,2014,29,0.4558381572843341,0.20169829968333366,Simulated/Demo use only
23,Fogera,2014-07-27,96,46,247895,142,2014,30,0.3872607353920007,0.18556243570866696,Simulated/Demo use only
23,Fogera,2014-08-03,86,41,247895,127,2014,31,0.3469210754553339,0.16539260574033363,Simulated/Demo use only
23,Fogera,2014-08-10,78,34,247895,112,2014,32,0.3146493475060005,0.1371548437846669,Simulated/Demo use only
23,Fogera,2014-08-17,70,30,247895,100,2014,33,0.2823776195566671,0.12101897981000019,Simulated/Demo use only
23,Fogera,2014-08-24,71,30,247895,101,2014,34,0.2864115855503338,0.12101897981000019,Simulated/Demo use only
23,Fogera,2014-08-31,77,30,247895,107,2014,35,0.31061538151233387,0.12101897981000019,Simulated/Demo use only
23,Fogera,2014-09-07,73,27,247895,100,2014,36,0.29447951753766716,0.10891708182900019,Simulated/Demo use only
23,Fogera,2014-09-14,75,28,247895,103,2014,37,0.3025474495250005,0.11295104782266685,Simulated/Demo use only
23,Fogera,2014-09-21,80,27,247895,107,2014,38,0.3227172794933339,0.10891708182900019,Simulated/Demo use only
23,Fogera,2014-09-28,85,25,247895,110,2014,39,0.34288710946166723,0.10084914984166683,Simulated/Demo use only
23,Fogera,2014-10-05,90,28,247895,118,2014,40,0.3630569394300006,0.11295104782266685,Simulated/Demo use only
23,Fogera,2014-10-12,101,31,247895,132,2014,41,0.40743056536033406,0.12505294580366685,Simulated/Demo use only
23,Fogera,2014-10-19,114,40,247895,154,2014,42,0.45987212327800076,0.16135863974666695,Simulated/Demo use only
23,Fogera,2014-10-26,136,47,247895,183,2014,43,0.5486193751386677,0.18959640170233366,Simulated/Demo use only
23,Fogera,2014-11-02,160,52,247895,212,2014,44,0.6454345589866678,0.20976623167066702,Simulated/Demo use only
23,Fogera,2014-11-09,190,58,247895,248,2014,45,0.7664535387966679,0.23397002763266705,Simulated/Demo use only
23,Fogera,2014-11-16,215,66,247895,281,2014,46,0.8673026886383347,0.26624175558200047,Simulated/Demo use only
23,Fogera,2014-11-23,229,65,247895,294,2014,47,0.9237782125496682,0.2622077895883338,Simulated/Demo use only
23,Fogera,2014-11-30,237,66,247895,303,2014,48,0.9560499404990016,0.26624175558200047,Simulated/Demo use only
23,Fogera,2014-12-07,229,64,247895,293,2014,49,0.9237782125496682,0.25817382359466706,Simulated/Demo use only
23,Fogera,2014-12-14,211,58,247895,269,2014,50,0.8511668246636681,0.23397002763266705,Simulated/Demo use only
23,Fogera,2014-12-21,189,51,247895,240,2014,51,0.7624195728030013,0.20573226567700034,Simulated/Demo use only
23,Fogera,2014-12-28,181,44,247895,225,2014,52,0.7301478448536679,0.17749450372133363,Simulated/Demo use only
23,Fogera,2015-01-04,152,36,247895,188,2015,1,0.6131628310373343,0.14522277577200024,Simulated/Demo use only
23,Fogera,2015-01-11,134,31,247895,165,2015,2,0.5405514431513342,0.12505294580366685,Simulated/Demo use only
23,Fogera,2015-01-18,114,31,247895,145,2015,3,0.45987212327800076,0.12505294580366685,Simulated/Demo use only
23,Fogera,2015-01-25,101,29,247895,130,2015,4,0.40743056536033406,0.11698501381633353,Simulated/Demo use only
23,Fogera,2015-02-01,86,28,247895,114,2015,5,0.3469210754553339,0.11295104782266685,Simulated/Demo use only
23,Fogera,2015-02-08,87,31,247895,118,2015,6,0.3509550414490006,0.12505294580366685,Simulated/Demo use only
23,Fogera,2015-02-15,85,34,247895,119,2015,7,0.34288710946166723,0.1371548437846669,Simulated/Demo use only
23,Fogera,2015-02-22,92,39,247895,131,2015,8,0.3711248714173339,0.15732467375300024,Simulated/Demo use only
23,Fogera,2015-03-01,99,48,247895,147,2015,9,0.39936263337300065,0.19363036769600034,Simulated/Demo use only
23,Fogera,2015-03-08,102,52,247895,154,2015,10,0.4114645313540007,0.20976623167066702,Simulated/Demo use only
23,Fogera,2015-03-15,111,60,247895,171,2015,11,0.4477702252970007,0.24203795962000038,Simulated/Demo use only
23,Fogera,2015-03-22,125,68,247895,193,2015,12,0.5042457492083342,0.2743096875693338,Simulated/Demo use only
23,Fogera,2015-03-29,136,74,247895,210,2015,13,0.5486193751386677,0.29851348353133383,Simulated/Demo use only
23,Fogera,2015-04-05,158,76,247895,234,2015,14,0.6373666269993344,0.30658141551866713,Simulated/Demo use only
23,Fogera,2015-04-12,192,87,247895,279,2015,15,0.7745214707840014,0.3509550414490006,Simulated/Demo use only
23,Fogera,2015-04-19,226,98,247895,324,2015,16,0.9116763145686682,0.395328667379334,Simulated/Demo use only
23,Fogera,2015-04-26,278,107,247895,385,2015,17,1.1214425462393354,0.43163436132233407,Simulated/Demo use only
23,Fogera,2015-05-03,347,129,247895,476,2015,18,1.3997861998023355,0.5203816131830009,Simulated/Demo use only
23,Fogera,2015-05-10,428,152,247895,580,2015,19,1.7265374452893363,0.6131628310373343,Simulated/Demo use only
23,Fogera,2015-05-17,531,178,247895,709,2015,20,2.1420359426370035,0.7180459468726679,Simulated/Demo use only
23,Fogera,2015-05-24,619,214,247895,833,2015,21,2.4970249500796706,0.8632687226446681,Simulated/Demo use only
23,Fogera,2015-05-31,696,253,247895,949,2015,22,2.8076403315920047,1.0205933963976683,Simulated/Demo use only
23,Fogera,2015-06-07,743,271,247895,1014,2015,23,2.997236733294338,1.0932047842836685,Simulated/Demo use only
23,Fogera,2015-06-14,754,280,247895,1034,2015,24,3.0416103592246717,1.1295104782266685,Simulated/Demo use only
23,Fogera,2015-06-21,709,271,247895,980,2015,25,2.860081889509672,1.0932047842836685,Simulated/Demo use only
23,Fogera,2015-06-28,656,250,247895,906,2015,26,2.646281691845338,1.0084914984166684,Simulated/Demo use only
23,Fogera,2015-07-05,572,240,247895,812,2015,27,2.307428548377337,0.9681518384800015,Simulated/Demo use only
23,Fogera,2015-07-12,500,222,252718.4531,722,2015,28,1.978486311018022,0.8784479220920017,Simulated/Demo use only
23,Fogera,2015-07-19,422,203,252718.4531,625,2015,29,1.6698424464992103,0.8032654422733169,Simulated/Demo use only
23,Fogera,2015-07-26,361,192,252718.4531,553,2015,30,1.4284671165550118,0.7597387434309204,Simulated/Demo use only
23,Fogera,2015-08-02,309,170,252718.4531,479,2015,31,1.2227045402091374,0.6726853457461275,Simulated/Demo use only
23,Fogera,2015-08-09,273,140,252718.4531,413,2015,32,1.0802535258158399,0.553976167085046,Simulated/Demo use only
23,Fogera,2015-08-16,235,126,252718.4531,361,2015,33,0.9298885661784703,0.4985785503765415,Simulated/Demo use only
23,Fogera,2015-08-23,209,121,252718.4531,330,2015,34,0.8270072780055331,0.4787936872663613,Simulated/Demo use only
23,Fogera,2015-08-30,203,117,252718.4531,320,2015,35,0.8032654422733169,0.4629657967782171,Simulated/Demo use only
23,Fogera,2015-09-06,196,121,252718.4531,317,2015,36,0.7755666339190646,0.4787936872663613,Simulated/Demo use only
23,Fogera,2015-09-13,205,120,252718.4531,325,2015,37,0.8111793875173889,0.47483671464432525,Simulated/Demo use only
23,Fogera,2015-09-20,217,118,252718.4531,335,2015,38,0.8586630589818215,0.4669227694002532,Simulated/Demo use only
23,Fogera,2015-09-27,240,114,252718.4531,354,2015,39,0.9496734292886505,0.451094878912109,Simulated/Demo use only
23,Fogera,2015-10-04,255,117,252718.4531,372,2015,40,1.0090280186191911,0.4629657967782171,Simulated/Demo use only
23,Fogera,2015-10-11,289,124,252718.4531,413,2015,41,1.1435650877684167,0.49066460513246946,Simulated/Demo use only
23,Fogera,2015-10-18,328,137,252718.4531,465,2015,42,1.2978870200278225,0.542105249218938,Simulated/Demo use only
23,Fogera,2015-10-25,380,152,252718.4531,532,2015,43,1.5036495963736967,0.6014598385494786,Simulated/Demo use only
23,Fogera,2015-11-01,433,171,252718.4531,604,2015,44,1.713369145341607,0.6766423183681635,Simulated/Demo use only
23,Fogera,2015-11-08,484,190,252718.4531,674,2015,45,1.9151747490654452,0.7518247981868483,Simulated/Demo use only
23,Fogera,2015-11-15,528,216,252718.4531,744,2015,46,2.089281544435031,0.8547060863597854,Simulated/Demo use only
23,Fogera,2015-11-22,560,232,252718.4531,792,2015,47,2.215904668340184,0.9180176483123622,Simulated/Demo use only
23,Fogera,2015-11-29,560,253,252718.4531,813,2015,48,2.215904668340184,1.0011140733751192,Simulated/Demo use only
23,Fogera,2015-12-06,559,265,252718.4531,824,2015,49,2.2119476957181488,1.0485977448395516,Simulated/Demo use only
23,Fogera,2015-12-13,532,275,252718.4531,807,2015,50,2.105109434923175,1.088167471059912,Simulated/Demo use only
23,Fogera,2015-12-20,488,269,252718.4531,757,2015,51,1.9310026395535893,1.0644256353276957,Simulated/Demo use only
23,Fogera,2015-12-27,423,256,252718.4531,679,2015,52,1.6737994191212464,1.0129849912412272,Simulated/Demo use only
23,Fogera,2016-01-03,365,220,252718.4531,585,2015,53,1.444295007043156,0.8705339768479297,Simulated/Demo use only
23,Fogera,2016-01-10,296,192,252718.4531,488,2016,1,1.171263896122669,0.7597387434309204,Simulated/Demo use only
23,Fogera,2016-01-17,246,160,252718.4531,406,2016,2,0.9734152650208667,0.633115619525767,Simulated/Demo use only
23,Fogera,2016-01-24,205,131,252718.4531,336,2016,3,0.8111793875173889,0.5183634134867218,Simulated/Demo use only
23,Fogera,2016-01-31,172,109,252718.4531,281,2016,4,0.6805992909901996,0.4313100158019288,Simulated/Demo use only
23,Fogera,2016-02-07,150,111,252718.4531,261,2016,5,0.5935458933054065,0.43922396104600087,Simulated/Demo use only
23,Fogera,2016-02-14,132,109,252718.4531,241,2016,6,0.5223203861087578,0.4313100158019288,Simulated/Demo use only
23,Fogera,2016-02-21,132,114,252718.4531,246,2016,7,0.5223203861087578,0.451094878912109,Simulated/Demo use only
23,Fogera,2016-02-28,133,127,252718.4531,260,2016,8,0.5262773587307937,0.5025355229985775,Simulated/Demo use only
23,Fogera,2016-03-06,139,142,252718.4531,281,2016,9,0.5500191944630101,0.5618901123291182,Simulated/Demo use only
23,Fogera,2016-03-13,158,150,252718.4531,308,2016,10,0.6252016742816948,0.5935458933054065,Simulated/Demo use only
23,Fogera,2016-03-20,177,164,252718.4531,341,2016,11,0.7003841541003798,0.6489435100139113,Simulated/Demo use only
23,Fogera,2016-03-27,192,173,252718.4531,365,2016,12,0.7597387434309204,0.6845562636122355,Simulated/Demo use only
23,Fogera,2016-04-03,218,180,252718.4531,398,2016,13,0.8626200316038576,0.7122550719664879,Simulated/Demo use only
23,Fogera,2016-04-10,259,195,252718.4531,454,2016,14,1.0248559091073353,0.7716096612970286,Simulated/Demo use only
23,Fogera,2016-04-17,288,226,252718.4531,514,2016,15,1.1396081151463806,0.8942758125801459,Simulated/Demo use only
23,Fogera,2016-04-24,335,265,252718.4531,600,2016,16,1.3255858283820747,1.0485977448395516,Simulated/Demo use only
23,Fogera,2016-05-01,392,355,252718.4531,747,2016,17,1.551133267838129,1.4047252808227955,Simulated/Demo use only
23,Fogera,2016-05-08,448,442,252718.4531,890,2016,18,1.7727237346721476,1.7489818989399313,Simulated/Demo use only
23,Fogera,2016-05-15,508,538,252718.4531,1046,2016,19,2.01014209199431,2.1288512706553915,Simulated/Demo use only
23,Fogera,2016-05-22,567,599,252718.4531,1166,2016,20,2.2436034766944366,2.3702266005995902,Simulated/Demo use only
23,Fogera,2016-05-29,596,647,252718.4531,1243,2016,21,2.358355682733482,2.56016128645732,Simulated/Demo use only
23,Fogera,2016-06-05,601,624,252718.4531,1225,2016,22,2.3781405458436624,2.4691509161504914,Simulated/Demo use only
23,Fogera,2016-06-12,591,583,252718.4531,1174,2016,23,2.338570819623302,2.3069150386470136,Simulated/Demo use only
23,Fogera,2016-06-19,542,524,252718.4531,1066,2016,24,2.1446791611435354,2.073453653946887,Simulated/Demo use only
23,Fogera,2016-06-26,481,484,252718.4531,965,2016,25,1.903303831199337,1.9151747490654452,Simulated/Demo use only
23,Fogera,2016-07-03,414,414,252718.4531,828,2016,26,1.6381866655229222,1.6381866655229222,Simulated/Demo use only
23,Fogera,2016-07-10,335,337,252718.4531,672,2016,27,1.3255858283820747,1.3334997736261467,Simulated/Demo use only
23,Fogera,2016-07-17,258,279,257267.3853,537,2016,28,1.0028476781040305,1.0844748146938934,Simulated/Demo use only
23,Fogera,2016-07-24,198,223,257267.3853,421,2016,29,0.7696272878472793,0.8668024504542591,Simulated/Demo use only
23,Fogera,2016-07-31,150,161,257267.3853,311,2016,30,0.5830509756418782,0.6258080471889493,Simulated/Demo use only
23,Fogera,2016-08-07,118,129,257267.3853,247,2016,31,0.4586667675049442,0.5014238390520153,Simulated/Demo use only
23,Fogera,2016-08-14,105,128,257267.3853,233,2016,32,0.4081356829493148,0.49753683254773606,Simulated/Demo use only
23,Fogera,2016-08-21,104,116,257267.3853,220,2016,33,0.4042486764450356,0.45089275449638583,Simulated/Demo use only
23,Fogera,2016-08-28,106,108,257267.3853,214,2016,34,0.41202268945359394,0.4197967024621523,Simulated/Demo use only
23,Fogera,2016-09-04,105,106,257267.3853,211,2016,35,0.4081356829493148,0.41202268945359394,Simulated/Demo use only
23,Fogera,2016-09-11,113,102,257267.3853,215,2016,36,0.43923173498354823,0.3964746634364772,Simulated/Demo use only
23,Fogera,2016-09-18,117,113,257267.3853,230,2016,37,0.45477976100066503,0.43923173498354823,Simulated/Demo use only
23,Fogera,2016-09-25,117,122,257267.3853,239,2016,38,0.45477976100066503,0.474214793522061,Simulated/Demo use only
23,Fogera,2016-10-02,124,127,257267.3853,251,2016,39,0.4819888065306193,0.4936498260434569,Simulated/Demo use only
23,Fogera,2016-10-09,131,131,257267.3853,262,2016,40,0.5091978520605737,0.5091978520605737,Simulated/Demo use only
23,Fogera,2016-10-16,132,138,257267.3853,270,2016,41,0.5130848585648528,0.536406897590528,Simulated/Demo use only
23,Fogera,2016-10-23,135,135,257267.3853,270,2016,42,0.5247458780776904,0.5247458780776904,Simulated/Demo use only
23,Fogera,2016-10-30,144,140,257267.3853,284,2016,43,0.5597289366162032,0.5441809105990864,Simulated/Demo use only
23,Fogera,2016-11-06,140,150,257267.3853,290,2016,44,0.5441809105990864,0.5830509756418782,Simulated/Demo use only
23,Fogera,2016-11-13,143,161,257267.3853,304,2016,45,0.555841930111924,0.6258080471889493,Simulated/Demo use only
23,Fogera,2016-11-20,143,162,257267.3853,305,2016,46,0.555841930111924,0.6296950536932284,Simulated/Demo use only
23,Fogera,2016-11-27,143,162,257267.3853,305,2016,47,0.555841930111924,0.6296950536932284,Simulated/Demo use only
23,Fogera,2016-12-04,132,153,257267.3853,285,2016,48,0.5130848585648528,0.5947119951547158,Simulated/Demo use only
23,Fogera,2016-12-11,122,139,257267.3853,261,2016,49,0.474214793522061,0.5402939040948072,Simulated/Demo use only
23,Fogera,2016-12-18,101,114,257267.3853,215,2016,50,0.392587656932198,0.4431187414878275,Simulated/Demo use only
23,Fogera,2016-12-25,82,94,257267.3853,176,2016,51,0.31873453335089347,0.3653786114022437,Simulated/Demo use only
23,Fogera,2017-01-01,65,71,257267.3853,136,2016,52,0.25265542277814723,0.2759774618038223,Simulated/Demo use only
