WID,woreda_name,obs_date,test_pf_tot,test_pv_only,pop_at_risk,mal_case,iso_year,iso_week,pfm_inc,pv_inc,data_source
121,Abargelie,2017-05-14,20,6,51472.09652,26,2017,19,0.3885600422790006,0.11656801268370019,Simulated/Demo use only
121,Abargelie,2017-05-21,19,6,51472.09652,25,2017,20,0.3691320401650506,0.11656801268370019,Simulated/Demo use only
121,Abargelie,2017-05-28,22,6,51472.09652,28,2017,21,0.4274160465069007,0.11656801268370019,Simulated/Demo use only
121,Abargelie,2017-06-04,22,6,51472.09652,28,2017,22,0.4274160465069007,0.11656801268370019,Simulated/Demo use only
121,Abargelie,2017-06-11,25,5,51472.09652,30,2017,23,0.48570005284875073,0.09714001056975015,Simulated/Demo use only
121,Abargelie,2017-06-18,29,5,51472.09652,34,2017,24,0.5634120613045509,0.09714001056975015,Simulated/Demo use only
121,Abargelie,2017-06-25,36,5,51472.09652,41,2017,25,0.6994080761022011,0.09714001056975015,Simulated/Demo use only
121,Abargelie,2017-07-02,40,7,51472.09652,47,2017,26,0.7771200845580012,0.13599601479765022,Simulated/Demo use only
121,Abargelie,2017-07-09,50,7,51472.09652,57,2017,27,0.9714001056975015,0.13599601479765022,Simulated/Demo use only
121,Abargelie,2017-07-16,59,9,52398.59426,68,2017,28,1.1259844053686643,0.17176033302233862,Simulated/Demo use only
121,Abargelie,2017-07-23,75,11,52398.59426,86,2017,29,1.4313361085194884,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-07-30,80,12,52398.59426,92,2017,30,1.526758515754121,0.22901377736311815,Simulated/Demo use only
121,Abargelie,2017-08-06,84,11,52398.59426,95,2017,31,1.603096441541827,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-08-13,83,11,52398.59426,94,2017,32,1.5840119600949005,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-08-20,83,11,52398.59426,94,2017,33,1.5840119600949005,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-08-27,74,9,52398.59426,83,2017,34,1.4122516270725618,0.17176033302233862,Simulated/Demo use only
121,Abargelie,2017-09-03,73,8,52398.59426,81,2017,35,1.3931671456256354,0.15267585157541208,Simulated/Demo use only
121,Abargelie,2017-09-10,78,10,52398.59426,88,2017,36,1.488589552860268,0.19084481446926513,Simulated/Demo use only
121,Abargelie,2017-09-17,83,11,52398.59426,94,2017,37,1.5840119600949005,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-09-24,88,11,52398.59426,99,2017,38,1.679434367329533,0.20992929591619164,Simulated/Demo use only
121,Abargelie,2017-10-01,98,13,52398.59426,111,2017,39,1.870279181798798,0.24809825881004466,Simulated/Demo use only
121,Abargelie,2017-10-08,114,14,52398.59426,128,2017,40,2.1756308849496224,0.26718274025697114,Simulated/Demo use only
121,Abargelie,2017-10-15,124,15,52398.59426,139,2017,41,2.3664756994188876,0.2862672217038977,Simulated/Demo use only
121,Abargelie,2017-10-22,138,16,52398.59426,154,2017,42,2.633658439675859,0.30535170315082416,Simulated/Demo use only
121,Abargelie,2017-10-29,146,19,52398.59426,165,2017,43,2.7863342912512707,0.3626051474916037,Simulated/Demo use only
121,Abargelie,2017-11-05,144,18,52398.59426,162,2017,44,2.748165328357418,0.34352066604467724,Simulated/Demo use only
121,Abargelie,2017-11-12,145,18,52398.59426,163,2017,45,2.767249809804344,0.34352066604467724,Simulated/Demo use only
121,Abargelie,2017-11-19,132,19,52398.59426,151,2017,46,2.5191515509942994,0.3626051474916037,Simulated/Demo use only
121,Abargelie,2017-11-26,118,19,52398.59426,137,2017,47,2.2519688107373286,0.3626051474916037,Simulated/Demo use only
121,Abargelie,2017-12-03,107,17,52398.59426,124,2017,48,2.0420395148211368,0.3244361845977507,Simulated/Demo use only
121,Abargelie,2017-12-10,97,22,52398.59426,119,2017,49,1.8511947003518718,0.4198585918323833,Simulated/Demo use only
121,Abargelie,2017-12-17,78,22,52398.59426,100,2017,50,1.488589552860268,0.4198585918323833,Simulated/Demo use only
121,Abargelie,2017-12-24,77,19,52398.59426,96,2017,51,1.4695050714133415,0.3626051474916037,Simulated/Demo use only
121,Abargelie,2017-12-31,68,19,52398.59426,87,2017,52,1.2977447383910028,0.3626051474916037,Simulated/Demo use only
121,Abargelie,2018-01-07,58,18,52398.59426,76,2018,1,1.1068999239217376,0.34352066604467724,Simulated/Demo use only
121,Abargelie,2018-01-14,54,16,52398.59426,70,2018,2,1.0305619981340317,0.30535170315082416,Simulated/Demo use only
121,Abargelie,2018-01-21,49,15,52398.59426,64,2018,3,0.935139590899399,0.2862672217038977,Simulated/Demo use only
121,Abargelie,2018-01-28,40,14,52398.59426,54,2018,4,0.7633792578770605,0.26718274025697114,Simulated/Demo use only
121,Abargelie,2018-02-04,38,12,52398.59426,50,2018,5,0.7252102949832074,0.22901377736311815,Simulated/Demo use only
121,Abargelie,2018-02-11,37,10,52398.59426,47,2018,6,0.7061258135362809,0.19084481446926513,Simulated/Demo use only
121,Abargelie,2018-02-18,39,7,52398.59426,46,2018,7,0.744294776430134,0.13359137012848557,Simulated/Demo use only
121,Abargelie,2018-02-25,47,5,52398.59426,52,2018,8,0.8969706280055461,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-03-04,49,4,52398.59426,53,2018,9,0.935139590899399,0.07633792578770604,Simulated/Demo use only
121,Abargelie,2018-03-11,50,3,52398.59426,53,2018,10,0.9542240723463256,0.05725344434077954,Simulated/Demo use only
121,Abargelie,2018-03-18,48,3,52398.59426,51,2018,11,0.9160551094524726,0.05725344434077954,Simulated/Demo use only
121,Abargelie,2018-03-25,43,4,52398.59426,47,2018,12,0.82063270221784,0.07633792578770604,Simulated/Demo use only
121,Abargelie,2018-04-01,33,5,52398.59426,38,2018,13,0.6297878877485749,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-04-08,28,5,52398.59426,33,2018,14,0.5343654805139423,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-04-15,25,5,52398.59426,30,2018,15,0.4771120361731628,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-04-22,26,6,52398.59426,32,2018,16,0.4961965176200893,0.11450688868155907,Simulated/Demo use only
121,Abargelie,2018-04-29,24,6,52398.59426,30,2018,17,0.4580275547262363,0.11450688868155907,Simulated/Demo use only
121,Abargelie,2018-05-06,24,6,52398.59426,30,2018,18,0.4580275547262363,0.11450688868155907,Simulated/Demo use only
121,Abargelie,2018-05-13,24,6,52398.59426,30,2018,19,0.4580275547262363,0.11450688868155907,Simulated/Demo use only
121,Abargelie,2018-05-20,25,6,52398.59426,31,2018,20,0.4771120361731628,0.11450688868155907,Simulated/Demo use only
121,Abargelie,2018-05-27,22,4,52398.59426,26,2018,21,0.4198585918323833,0.07633792578770604,Simulated/Demo use only
121,Abargelie,2018-06-03,24,3,52398.59426,27,2018,22,0.4580275547262363,0.05725344434077954,Simulated/Demo use only
121,Abargelie,2018-06-10,26,2,52398.59426,28,2018,23,0.4961965176200893,0.03816896289385302,Simulated/Demo use only
121,Abargelie,2018-06-17,28,3,52398.59426,31,2018,24,0.5343654805139423,0.05725344434077954,Simulated/Demo use only
121,Abargelie,2018-06-24,27,3,52398.59426,30,2018,25,0.5152809990670159,0.05725344434077954,Simulated/Demo use only
121,Abargelie,2018-07-01,33,5,52398.59426,38,2018,26,0.6297878877485749,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-07-08,39,5,52398.59426,44,2018,27,0.744294776430134,0.09542240723463256,Simulated/Demo use only
121,Abargelie,2018-07-15,42,6,53341.76895,48,2018,28,0.7873754625454731,0.11248220893506758,Simulated/Demo use only
121,Abargelie,2018-07-22,45,7,53341.76895,52,2018,29,0.8436165670130068,0.13122924375757883,Simulated/Demo use only
121,Abargelie,2018-07-29,50,7,53341.76895,57,2018,30,0.9373517411255632,0.13122924375757883,Simulated/Demo use only
121,Abargelie,2018-08-05,51,7,53341.76895,58,2018,31,0.9560987759480745,0.13122924375757883,Simulated/Demo use only
121,Abargelie,2018-08-12,50,8,53341.76895,58,2018,32,0.9373517411255632,0.1499762785800901,Simulated/Demo use only
121,Abargelie,2018-08-19,47,8,53341.76895,55,2018,33,0.8811106366580292,0.1499762785800901,Simulated/Demo use only
121,Abargelie,2018-08-26,48,8,53341.76895,56,2018,34,0.8998576714805406,0.1499762785800901,Simulated/Demo use only
121,Abargelie,2018-09-02,48,11,53341.76895,59,2018,35,0.8998576714805406,0.20621738304762388,Simulated/Demo use only
121,Abargelie,2018-09-09,49,10,53341.76895,59,2018,36,0.9186047063030519,0.18747034822511263,Simulated/Demo use only
121,Abargelie,2018-09-16,50,9,53341.76895,59,2018,37,0.9373517411255632,0.16872331340260135,Simulated/Demo use only
121,Abargelie,2018-09-23,57,11,53341.76895,68,2018,38,1.068580984883142,0.20621738304762388,Simulated/Demo use only
121,Abargelie,2018-09-30,61,11,53341.76895,72,2018,39,1.1435691241731871,0.20621738304762388,Simulated/Demo use only
121,Abargelie,2018-10-07,75,9,53341.76895,84,2018,40,1.4060276116883448,0.16872331340260135,Simulated/Demo use only
121,Abargelie,2018-10-14,83,12,53341.76895,95,2018,41,1.5560038902684348,0.22496441787013516,Simulated/Demo use only
121,Abargelie,2018-10-21,96,16,53341.76895,112,2018,42,1.7997153429610813,0.2999525571601802,Simulated/Demo use only
121,Abargelie,2018-10-28,112,18,53341.76895,130,2018,43,2.0996679001212613,0.3374466268052027,Simulated/Demo use only
121,Abargelie,2018-11-04,128,22,53341.76895,150,2018,44,2.3996204572814417,0.41243476609524776,Simulated/Demo use only
121,Abargelie,2018-11-11,131,23,53341.76895,154,2018,45,2.4558615617489754,0.43118180091775904,Simulated/Demo use only
121,Abargelie,2018-11-18,138,24,53341.76895,162,2018,46,2.5870908055065547,0.4499288357402703,Simulated/Demo use only
121,Abargelie,2018-11-25,135,21,53341.76895,156,2018,47,2.5308497010390205,0.39368773127273654,Simulated/Demo use only
121,Abargelie,2018-12-02,125,20,53341.76895,145,2018,48,2.343379352813908,0.37494069645022526,Simulated/Demo use only
121,Abargelie,2018-12-09,111,19,53341.76895,130,2018,49,2.0809208652987503,0.356193661627714,Simulated/Demo use only
121,Abargelie,2018-12-16,97,18,53341.76895,115,2018,50,1.8184623777835924,0.3374466268052027,Simulated/Demo use only
121,Abargelie,2018-12-23,88,15,53341.76895,103,2018,51,1.649739064380991,0.28120552233766893,Simulated/Demo use only
121,Abargelie,2018-12-30,82,16,53341.76895,98,2018,52,1.5372568554459236,0.2999525571601802,Simulated/Demo use only
14,Alefa,2016-01-10,98,48,219438.6641,146,2016,1,0.4465940421298801,0.21873993900239025,Simulated/Demo use only
14,Alefa,2016-01-17,91,56,219438.6641,147,2016,2,0.4146944676920315,0.2551965955027886,Simulated/Demo use only
14,Alefa,2016-01-24,85,62,219438.6641,147,2016,3,0.3873519753167327,0.2825390878780874,Simulated/Demo use only
14,Alefa,2016-01-31,83,63,219438.6641,146,2016,4,0.37823781119163313,0.2870961699406372,Simulated/Demo use only
14,Alefa,2016-02-07,81,61,219438.6641,142,2016,5,0.36912364706653356,0.27798200581553756,Simulated/Demo use only
14,Alefa,2016-02-14,79,64,219438.6641,143,2016,6,0.3600094829414339,0.291653252003187,Simulated/Demo use only
14,Alefa,2016-02-21,79,60,219438.6641,139,2016,7,0.3600094829414339,0.2734249237529878,Simulated/Demo use only
14,Alefa,2016-02-28,76,56,219438.6641,132,2016,8,0.34633823675378456,0.2551965955027886,Simulated/Demo use only
14,Alefa,2016-03-06,75,50,219438.6641,125,2016,9,0.34178115469123477,0.22785410312748983,Simulated/Demo use only
14,Alefa,2016-03-13,72,49,219438.6641,121,2016,10,0.32810990850358535,0.22329702106494004,Simulated/Demo use only
14,Alefa,2016-03-20,66,43,219438.6641,109,2016,11,0.30076741612828656,0.19595452868964125,Simulated/Demo use only
14,Alefa,2016-03-27,62,39,219438.6641,101,2016,12,0.2825390878780874,0.17772620043944207,Simulated/Demo use only
14,Alefa,2016-04-03,64,36,219438.6641,100,2016,13,0.291653252003187,0.16405495425179267,Simulated/Demo use only
14,Alefa,2016-04-10,57,36,219438.6641,93,2016,14,0.2597536775653384,0.16405495425179267,Simulated/Demo use only
14,Alefa,2016-04-17,55,35,219438.6641,90,2016,15,0.2506395134402388,0.15949787218924288,Simulated/Demo use only
14,Alefa,2016-04-24,52,36,219438.6641,88,2016,16,0.2369682672525894,0.16405495425179267,Simulated/Demo use only
14,Alefa,2016-05-01,47,36,219438.6641,83,2016,17,0.21418285693984046,0.16405495425179267,Simulated/Demo use only
14,Alefa,2016-05-08,46,37,219438.6641,83,2016,18,0.20962577487729064,0.1686120363143425,Simulated/Demo use only
14,Alefa,2016-05-15,54,38,219438.6641,92,2016,19,0.246082431377689,0.17316911837689228,Simulated/Demo use only
14,Alefa,2016-05-22,66,37,219438.6641,103,2016,20,0.30076741612828656,0.1686120363143425,Simulated/Demo use only
14,Alefa,2016-05-29,80,42,219438.6641,122,2016,21,0.3645665650039837,0.19139744662709146,Simulated/Demo use only
14,Alefa,2016-06-05,96,44,219438.6641,140,2016,22,0.4374798780047805,0.20051161075219104,Simulated/Demo use only
14,Alefa,2016-06-12,109,50,219438.6641,159,2016,23,0.49672194481792786,0.22785410312748983,Simulated/Demo use only
14,Alefa,2016-06-19,118,54,219438.6641,172,2016,24,0.537735683380876,0.246082431377689,Simulated/Demo use only
14,Alefa,2016-06-26,126,56,219438.6641,182,2016,25,0.5741923398812744,0.2551965955027886,Simulated/Demo use only
14,Alefa,2016-07-03,138,54,219438.6641,192,2016,26,0.628877324631872,0.246082431377689,Simulated/Demo use only
14,Alefa,2016-07-10,142,56,219438.6641,198,2016,27,0.6471056528820711,0.2551965955027886,Simulated/Demo use only
14,Alefa,2016-07-17,160,54,223388.56,214,2016,28,0.7162407958581227,0.24173126860211644,Simulated/Demo use only
14,Alefa,2016-07-24,176,54,223388.56,230,2016,29,0.787864875443935,0.24173126860211644,Simulated/Demo use only
14,Alefa,2016-07-31,178,52,223388.56,230,2016,30,0.7968178853921615,0.2327782586538899,Simulated/Demo use only
14,Alefa,2016-08-07,183,50,223388.56,233,2016,31,0.8192004102627278,0.22382524870566337,Simulated/Demo use only
14,Alefa,2016-08-14,185,51,223388.56,236,2016,32,0.8281534202109544,0.22830175367977662,Simulated/Demo use only
14,Alefa,2016-08-21,182,52,223388.56,234,2016,33,0.8147239052886146,0.2327782586538899,Simulated/Demo use only
14,Alefa,2016-08-28,174,52,223388.56,226,2016,34,0.7789118654957085,0.2327782586538899,Simulated/Demo use only
14,Alefa,2016-09-04,179,54,223388.56,233,2016,35,0.8012943903662748,0.24173126860211644,Simulated/Demo use only
14,Alefa,2016-09-11,174,54,223388.56,228,2016,36,0.7789118654957085,0.24173126860211644,Simulated/Demo use only
14,Alefa,2016-09-18,171,52,223388.56,223,2016,37,0.7654823505733687,0.2327782586538899,Simulated/Demo use only
14,Alefa,2016-09-25,166,50,223388.56,216,2016,38,0.7430998257028023,0.22382524870566337,Simulated/Demo use only
14,Alefa,2016-10-02,166,49,223388.56,215,2016,39,0.7430998257028023,0.21934874373155008,Simulated/Demo use only
14,Alefa,2016-10-09,151,53,223388.56,204,2016,40,0.6759522510911034,0.23725476362800316,Simulated/Demo use only
14,Alefa,2016-10-16,144,56,223388.56,200,2016,41,0.6446167162723104,0.2506842785503429,Simulated/Demo use only
14,Alefa,2016-10-23,153,59,223388.56,212,2016,42,0.6849052610393299,0.26411379347268277,Simulated/Demo use only
14,Alefa,2016-10-30,153,63,223388.56,216,2016,43,0.6849052610393299,0.28201981336913584,Simulated/Demo use only
14,Alefa,2016-11-06,150,63,223388.56,213,2016,44,0.67147574611699,0.28201981336913584,Simulated/Demo use only
14,Alefa,2016-11-13,156,62,223388.56,218,2016,45,0.6983347759616697,0.27754330839502256,Simulated/Demo use only
14,Alefa,2016-11-20,159,61,223388.56,220,2016,46,0.7117642908840095,0.27306680342090933,Simulated/Demo use only
14,Alefa,2016-11-27,149,58,223388.56,207,2016,47,0.6669992411428768,0.2596372884985695,Simulated/Demo use only
14,Alefa,2016-12-04,124,55,223388.56,179,2016,48,0.5550866167900451,0.2462077735762297,Simulated/Demo use only
14,Alefa,2016-12-11,111,53,223388.56,164,2016,49,0.49689205212657267,0.23725476362800316,Simulated/Demo use only
14,Alefa,2016-12-18,97,50,223388.56,147,2016,50,0.4342209824889869,0.22382524870566337,Simulated/Demo use only
14,Alefa,2016-12-25,82,51,223388.56,133,2016,51,0.3670734078772879,0.22830175367977662,Simulated/Demo use only
14,Alefa,2017-01-01,68,49,223388.56,117,2016,52,0.30440233823970214,0.21934874373155008,Simulated/Demo use only
14,Alefa,2017-01-08,65,45,223388.56,110,2017,1,0.2909728233173624,0.20144272383509704,Simulated/Demo use only
14,Alefa,2017-01-15,57,46,223388.56,103,2017,2,0.25516078352445626,0.2059192288092103,Simulated/Demo use only
14,Alefa,2017-01-22,50,43,223388.56,93,2017,3,0.22382524870566337,0.1924897138868705,Simulated/Demo use only
14,Alefa,2017-01-29,41,37,223388.56,78,2017,4,0.18353670393864396,0.1656306840421909,Simulated/Demo use only
14,Alefa,2017-02-05,39,38,223388.56,77,2017,5,0.17458369399041743,0.17010718901630414,Simulated/Demo use only
14,Alefa,2017-02-12,41,39,223388.56,80,2017,6,0.18353670393864396,0.17458369399041743,Simulated/Demo use only
14,Alefa,2017-02-19,38,38,223388.56,76,2017,7,0.17010718901630414,0.17010718901630414,Simulated/Demo use only
14,Alefa,2017-02-26,40,37,223388.56,77,2017,8,0.17906019896453068,0.1656306840421909,Simulated/Demo use only
14,Alefa,2017-03-05,40,36,223388.56,76,2017,9,0.17906019896453068,0.1611541790680776,Simulated/Demo use only
14,Alefa,2017-03-12,37,32,223388.56,69,2017,10,0.1656306840421909,0.14324815917162453,Simulated/Demo use only
14,Alefa,2017-03-19,31,33,223388.56,64,2017,11,0.13877165419751128,0.14772466414573782,Simulated/Demo use only
14,Alefa,2017-03-26,31,29,223388.56,60,2017,12,0.13877165419751128,0.12981864424928474,Simulated/Demo use only
14,Alefa,2017-04-02,24,28,223388.56,52,2017,13,0.10743611937871841,0.12534213927517146,Simulated/Demo use only
14,Alefa,2017-04-09,22,27,223388.56,49,2017,14,0.09848310943049188,0.12086563430105822,Simulated/Demo use only
14,Alefa,2017-04-16,20,28,223388.56,48,2017,15,0.08953009948226534,0.12534213927517146,Simulated/Demo use only
14,Alefa,2017-04-23,20,25,223388.56,45,2017,16,0.08953009948226534,0.11191262435283168,Simulated/Demo use only
14,Alefa,2017-04-30,21,27,223388.56,48,2017,17,0.09400660445637861,0.12086563430105822,Simulated/Demo use only
14,Alefa,2017-05-07,23,25,223388.56,48,2017,18,0.10295961440460515,0.11191262435283168,Simulated/Demo use only
14,Alefa,2017-05-14,23,25,223388.56,48,2017,19,0.10295961440460515,0.11191262435283168,Simulated/Demo use only
14,Alefa,2017-05-21,28,26,223388.56,54,2017,20,0.12534213927517146,0.11638912932694495,Simulated/Demo use only
14,Alefa,2017-05-28,31,28,223388.56,59,2017,21,0.13877165419751128,0.12534213927517146,Simulated/Demo use only
